what,kind,bundleId,bundleVersion,description,time
activated,view,net.sourceforge.metrics,1.3.6,"net.sourceforge.metrics.ui.MetricsView",1298437603535
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437603797
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437606349
activated,view,net.sourceforge.metrics,1.3.6,"net.sourceforge.metrics.ui.MetricsView",1298437609868
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437610193
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437613014
activated,view,net.sourceforge.metrics,1.3.6,"net.sourceforge.metrics.ui.MetricsView",1298437619653
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437619851
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437622859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437626308
activated,view,net.sourceforge.metrics,1.3.6,"net.sourceforge.metrics.ui.MetricsView",1298437629070
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437630585
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437630675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437633130
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1298437636789
activated,view,net.sourceforge.metrics,1.3.6,"net.sourceforge.metrics.ui.MetricsView",1298437645372
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437653774
activated,view,net.sourceforge.metrics,1.3.6,"net.sourceforge.metrics.ui.MetricsView",1298437657207
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437657207
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437657230
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437657247
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437657272
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298437662854
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437663171
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437663240
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298437664821
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437665021
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437665083
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437666166
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298437669040
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437691429
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298437696102
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437696385
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437696476
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298437698341
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437708389
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298437722085
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437722344
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437722411
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298437722833
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437723111
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1298437723750
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437723997
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437724063
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437725468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1298437785988
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437787668
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1298437791296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1298437826692
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298437828626
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298437853595
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298437857548
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437863876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298437874736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298437875829
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1298437876194
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298437890154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298437895085
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438180174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438183140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438213009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438249016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438422277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438699797
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438724534
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298438762532
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298438763957
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298438800158
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1298438944772
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1298438944820
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1298438963676
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298438978465
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1298438988940
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1298438991150
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439007586
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439009050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439033274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439034629
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439035683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439049374
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439061254
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439074105
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439078320
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439079076
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439080988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439090225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439094974
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439105100
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439110089
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439111450
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439111742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439111871
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439112624
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439658989
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439665207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439719184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1298439721258
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439722205
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439776096
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1298439782984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439783722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439784938
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439785167
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439882350
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439886139
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1298439907935
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298439917453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1298439923615
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1298439924043
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1298439924313
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1298439924533
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1298439924774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1298439942394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439950790
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298439956932
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1298439959417
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439968555
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1298439979159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298439994292
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298440000574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298440007790
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1298440009356
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298440010427
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1298440014430
